,GENRE,authorKorean,authorEnglish,workTitle,translator,sourceTitle,publisher,yearCreated,authorEnglish2
300,Fiction,김주영,Kim Joo-young, ,Chun Kyung-Ja,The Sound Of Thunder,Si-sa-yong-o-sa,1990.0,Kim Joo young/Kim Joo-young
301,Fiction,김주용,Kim Chu-yong,The Moon-Welcoming Flower,Mchale Brendan,The Road To Sampo And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Kim Chu yong/Kim Chu-yong
302,Fiction,김준성,Kim Jun-Sung,Counterfeit,Joeng-Min Gye,"Korean Literature Today, V.1 No.2 P.133","Korean Centre, International P.E.N.",1996.0,Kim Jun Sung/Kim Jun-Sung
303,Fiction,김중역,Kim Chung-yeok,The Glass Shield,Bruce Fulton,Waxen Wings: The Acta Koreana Anthology Of Short Fiction From Korea,koryo,2011.0,Kim Chung yeok/Kim Chung-yeok
304,Fiction,김중혁,Kim Junghyuk, ,Jae Won Jung,The Glass Shield,Literature Translation Institute of Korea*,2008.0,Kim Junghyuk
305,Fiction,김지원,Kim Chi-wŏn,A Certain Beginning,"Bruce Fulton, Ju-Chan Fulton",Words Of Farewell: Stories By Korean Women Writers,Seal Press,1989.0,Kim Chi won/Kim Chi-won/Kim Chi-wŏn
306,Fiction,김지원,Kim Chi-wŏn,Almaden,"Bruce Fulton, Ju-Chan Fulton",Wayfarer: New Fiction By Korean Women,Women in Translation,1997.0,Kim Chi won/Kim Chi-won/Kim Chi-wŏn
307,Fiction,김지원,Kim Chi-wŏn,Almaden,"Bruce Fulton, Ju-Chan Fulton",The Future Of Silence: Fiction By Korean Women,Zephyr press,2016.0,Kim Chi won/Kim Chi-won/Kim Chi-wŏn
308,Fiction,김지원,Kim Chi-wŏn,Lullaby,"Bruce Fulton, Ju-Chan Fulton",Words Of Farewell: Stories By Korean Women Writers,Seal Press,1989.0,Kim Chi won/Kim Chi-won/Kim Chi-wŏn
309,Fiction,김진규,Kim Jinkyoo, ,Sora Kim-Russell,To Swallow The Moon,Literature Translation Institute of Korea*,2009.0,Kim Jinkyoo
310,Fiction,김진명,Kim Jin-myung, , ,The Book Forbidden For A Thousand Years,Sample translation available at DLKL*,2009.0,Kim Jin myung/Kim Jin-myung
311,Fiction,김진명,Kim Jin-myung, , ,The Last Holy Book,Sample translation available at DLKL*,2010.0,Kim Jin myung/Kim Jin-myung
312,Fiction,김창규,Kim Changgyu,Our Banished World,Jihyun Park,Readymade Bodhisattva: : The Kaya Anthology Of South Korean Science Fiction,Kaya Press,2019.0,Kim Changgyu
313,Fiction,김철,Kim Chul, ,Hye-Joon Yoon,Reading Colonial Korea Through Fiction: The Ventriloquists,Lexington Books*,2018.0,Kim Chul
314,Fiction,김태용,Kim T’ae-yong,To The End Of The Halll, ,"Azalea: Journal Of Korean Literature & Culture, V.7 P.265-267",University of Hawai'i Press,2014.0,Kim T'ae yong/Kim T'ae-yong/Kim T’ae-yong
315,Fiction,김하기,Kim Ha-gie,A Perfect Meeting,John M. Frankl,Reunion So Far Away: A Collection Of Contemporary Korean Fiction,Korean National Commission for Unesco,1994.0,Kim Ha gie/Kim Ha-gie
316,Fiction,김혜용,Kim Hye-yong,The Answer,Immanuel Kim,"Asia: Magazine Of Asian Literature, V.6 No.4 P.304-330",Asia Publishing Co,2011.0,Kim Hye yong/Kim Hye-yong
317,Fiction,김혜진,Hyejin Kim,Jia: A Novel Of North Korea, ,"Azalea: Journal Of Korean Literature & Culture, V.2 P.95-148",University of Hawai'i Press,2008.0,Hyejin Kim
318,Fiction,김훈,Kim Hoon, ,Chris Choi,Alone Over There : Volume 085,Asia publishers,2014.0,Kim Hoon
319,Fiction,김훈,Kim Hoon,Change Of Life,Jae Won Chung,"Azalea: Journal Of Korean Literature & Culture, V.4 P.83-123",University of Hawai'i Press,2011.0,Kim Hoon
320,Fiction,김훈,Kim Hoon,Rivers And Mountains Without End,Koh Hyojin,"Azalea: Journal Of Korean Literature & Culture, V.13 P.89-121",University of Hawai'i Press,2020.0,Kim Hoon
321,Fiction,나도향,Na Do-hyang, ,Yoonna Cho,Mulberry,Literature Translation Institute of Korea*,2014.0,Na Do hyang/Na Do-hyang
322,Fiction,나도향,Na Tohyang, ,Sunyoung Park,Samnyong The Mute : Volume 097,Asia publishers,2015.0,Na Tohyang
323,Fiction,나도향,Na Do-hyang, ,Inyoung Choi,The Downfall Of Ji Hyeong-Geun,Literature Translation Institute of Korea*,2014.0,Na Do hyang/Na Do-hyang
324,Fiction,나도향,Na Do-hyang, ,Jane Kim,The Water Mill,Literature Translation Institute of Korea*,2013.0,Na Do hyang/Na Do-hyang
325,Fiction,나도향,Na Tohyang,Samnyong The Mute,Sunyoung Park,On The Eve Of The Uprising And Other Stories From Colonial Korea,Cornell Univ. East Asia Program,2010.0,Na Tohyang
326,Fiction,나도향,Na Tohyang,Samnyong The Mute,Sunyoung Park,On The Eve Of The Uprising; And Other Stories From Colonial Korea,Cornell Univ. East Asis Series,2010.0,Na Tohyang
327,Fiction,나도향,Na To-hyang,The Lady Barber,"Kim Chong-Un, Bruce Fulton",A Ready - Made Life,University of Hawaii Press,1998.0,Na To hyang/Na To-hyang
328,Fiction,나도향,Na To-hyang,The Water-Mill,Choe Hae-Chun,The Unenlightened And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers/Pace International Research, Inc.",1983.0,Na To hyang/Na To-hyang
329,Fiction,나혜석,Na Hye-seok, ,Sora Kim-Russell,Bitterness Of The Inner Quarters,Literature Translation Institute of Korea*,2014.0,Na Hye seok/Na Hye-seok
330,Fiction,나혜석,Na Hye-sŏk,KyŏngshŭI (1918),Kim Yung-Hee,Questioning Minds: Short Stories By Modern Korean Women Writers,University of Hawaii Press,2010.0,Na Hye sok/Na Hye-sok/Na Hye-sŏk
331,Fiction,나희덕,Ra Heeduk, ,Choi Jongyoll,What Is Darkening,Jain Publishing Company*,2017.0,Ra Heeduk
332,Fiction,남정현,Nam Chǒnghyǒn,Chaos,Kim Chong-Un,Postwar Korean Short Stories,Seoul National University Press & The Center for Korean Studies at the University of Hawaii,1983.0,Nam Chonghyon/Nam Chǒnghyǒn
333,Fiction,남정현,Nam Chong-hyon,Chaos,Kim Chong-Un,A Respite And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Pace International Research",1983.0,Nam Chong hyon/Nam Chong-hyon
334,Fiction,듀나,Djuna,The Bloody Battle Of Broccoli Plain,Jihyun Park,Readymade Bodhisattva: : The Kaya Anthology Of South Korean Science Fiction,Kaya Press,2019.0,Djuna
335,Fiction,문순태,Mun Sun-tae,The Sound Of The Gong,Yi Po-Ran,"Early Spring, Mid-Summer: And Other Korean Short Stories","Pace International Research, Inc./Si-sa-yong-o-sa publishers",1983.0,Mun Sun tae/Mun Sun-tae
336,Fiction,문윤성,Mun Yunseong,Perfect Society,Jihyun Park,Readymade Bodhisattva: : The Kaya Anthology Of South Korean Science Fiction,Kaya Press,2019.0,Mun Yunseong
337,Fiction,박경리,Park Kyong-ni, ,Agnita Tennant,Land,Kegan Paul International,1996.0,Park Kyong ni/Park Kyong-ni
338,Fiction,박경리,Park Kyong-ni, ,Agnita M. Tennant,Land: Volume 1,Global Oriental,2011.0,Park Kyong ni/Park Kyong-ni
339,Fiction,박경리,Park Kyong-ni, ,Agnita M. Tennant,Land: Volume 2,Global Oriental,2011.0,Park Kyong ni/Park Kyong-ni
340,Fiction,박경리,Park Kyong-ni, ,Agnita M. Tennant,Land: Volume 3,Global Oriental,2011.0,Park Kyong ni/Park Kyong-ni
341,Fiction,박경리,Park Kyong-ni, ,Choonwon Kang,The Curse Of Kim's Daughters,Homa & Sekey,2004.0,Park Kyong ni/Park Kyong-ni
342,Fiction,박경리,Pak Kyong-ni,A Time Of Disbelief,Kim Ki-Chung,Hospital Room 205 And Other Korean Short Stories,Si-sa-yong-o-sa,1983.0,Pak Kyong ni/Pak Kyong-ni
343,Fiction,박경리,Park Kyung-li,Illusion,Hong Myoung-Hee,Korean Short Stories,Il Ji Sa,1975.0,Park Kyung li/Park Kyung-li
344,Fiction,박경리,Park Kyongni,Youngju And The Cat,Jin-Young Choi,Unspoken Voices,Homa & Sekey,2002.0,Park Kyongni
345,Fiction,박민규,Park Min-gyu, ,Jeon Seung-Hee,Dinner With Buffett,Asia publishers,2014.0,Park Min gyu/Park Min-gyu
346,Fiction,박민규,Park Min-gyu, ,Sora Kim-Russell,Is That So? I`M A Giraffe,Literature Translation Institute of Korea*,2009.0,Park Min gyu/Park Min-gyu
347,Fiction,박민규,Park Min-gyu, ,Amber Hyun Jung Kim,Pavane For A Dead Princess,Dalkey Archive Press,2014.0,Park Min gyu/Park Min-gyu
348,Fiction,박민규,Park Min-gyu,A Journal From The Alpha-Omega Kosiwon,"Kyung Hyun Kim, Sue Heun Kim","Azalea: Journal Of Korean Literature & Culture, V.11 P.121-146",University of Hawai'i Press,2018.0,Park Min gyu/Park Min-gyu
349,Fiction,박민규,Park Min-gyu,Aspirin,이정희,"Asia: Magazine Of Asian Literature, V.1 No.3 P.288-310",Asia Publishing Co,2006.0,Park Min gyu/Park Min-gyu
350,Fiction,박민규,Park Min-gyu,Deep,Andrew Krebsbach,"Azalea: Journal Of Korean Literature & Culture, V.8 P.281-302",University of Hawai'i Press,2015.0,Park Min gyu/Park Min-gyu
351,Fiction,박민규,Park Min-gyu,Dinner With Buffett, ,"Storytelling Asia, V.7 No.3",Asia Publishing Co,2012.0,Park Min gyu/Park Min-gyu
352,Fiction,박민규,Park Min-gyu,Raccoon World,Jenny Wang Medina,"Azalea: Journal Of Korean Literature & Culture, V.1 P.193-214",University of Hawai'i Press,2007.0,Park Min gyu/Park Min-gyu
353,Fiction,박민규,Park Min-gyu,Road Kill,Esther Song,"Azalea: Journal Of Korean Literature & Culture, V.6 P.135-155",University of Hawai'i Press,2013.0,Park Min gyu/Park Min-gyu
354,Fiction,박민규,Pak Min-gyu,Roadkill,Jihyun Park,Readymade Bodhisattva: : The Kaya Anthology Of South Korean Science Fiction,Kaya Press,2019.0,Pak Min gyu/Pak Min-gyu
355,Fiction,박민규,Park Min-gyu,"You Don't Say? Well, I'Am A Giraffe",Dahee Kim,Reading Korea: 12 Contemporary Stories,ANVIL Publishing,2008.0,Park Min gyu/Park Min-gyu
356,Fiction,박범신,Park Bum-shin, , ,An Empty Room,Sample translation available at DLKL*,2014.0,Park Bum shin/Park Bum-shin
357,Fiction,박범신,Park Beom-shin, , ,Business,Sample translation available at DLKL*,2010.0,Park Beom shin/Park Beom-shin
358,Fiction,박범신,Park Bum-shin, , ,The Outdoor Lamp,Sample translation available at DLKL*,2014.0,Park Bum shin/Park Bum-shin
359,Fiction,박범신,Park Bum-shin,The Trap,Hyunjae Yee Sallee,The Snowy Road,Hollym,2005.0,Park Bum shin/Park Bum-shin
360,Fiction,박범신,Park Bum-shin,The Trap,"Hyun-Jae Yee Sallee, Teresa Margadonna Hyun",The Snowy Road And Other Stories,White Pine Press,1993.0,Park Bum shin/Park Bum-shin
361,Fiction,박범신,Park Bum-shin,The Trap,Hyun-Jae Yee Sallee,The Snowy Road And Other Stories,White Pine Press*,2012.0,Park Bum shin/Park Bum-shin
362,Fiction,박상식,Park Sang seek, ,Inyoung Choi,Land Of Tears,Homa & Sekey Books,2018.0,Park Sang seek
363,Fiction,박상우,Pak Sang-U,Where The Red Moon Rises, ,"Korean Literature Today, V.6 No.4, P.40",International P.E.N,2001.0,Pak Sang U/Pak Sang-U
364,Fiction,박상준,Park Sang Joon,A Brief History Of South Korean Sf Fandom,Jihyun Park,Readymade Bodhisattva: : The Kaya Anthology Of South Korean Science Fiction,Kaya Press,2019.0,Park Sang Joon
365,Fiction,박성원,Park Seongwon, ,Chung Hwa Chang,What Makes A City,White Pine Press,2019.0,Park Seongwon
366,Fiction,박승환,Park Seonghwan,Readymade Bodhisattva,Jihyun Park,Readymade Bodhisattva: : The Kaya Anthology Of South Korean Science Fiction,Kaya Press,2019.0,Park Seonghwan
367,Fiction,박시종,Pak Si-jong,Ten Minutes To Seven,Stephen W. Moore.,"Early Spring, Mid-Summer: And Other Korean Short Stories","Pace International Research, Inc./Si-sa-yong-o-sa publishers",1983.0,Pak Si jong/Pak Si-jong
368,Fiction,박연희,Pahk Yon-Hee, ,Yun Hyo-Yun,The Man She Loved,Crescent Publications,1986.0,Pahk Yon Hee/Pahk Yon-Hee
369,Fiction,박영준,Pak Yǒngjun,The Last Parting,Kim Chong-Un,Postwar Korean Short Stories,Seoul National University Press & The Center for Korean Studies at the University of Hawaii,1983.0,Pak Yongjun/Pak Yǒngjun
370,Fiction,박영춘,Pak Yŏng-chun,Partisan,Pak Kyung-Soo,Modern Korean Short Stories And Plays,"Korean Centre, International P.E.N.",1970.0,Pak Yong chun/Pak Yong-chun/Pak Yŏng-chun
371,Fiction,박영희,Pak Yŏng-hŭi,"The Hound (Sanyanggae, 1925)",Theodore Hughes,Rat Fire: Korean Stories From The Japanese Empire,Cornell East Asia Series,2013.0,Pak Yong hui/Pak Yong-hui/Pak Yŏng-hŭi
372,Fiction,박완서,Park Wan-suh, ,Elizabeth Haejin Yoon,Lonesome You,DALKEY ARCHIVE,2013.0,Park Wan suh/Park Wan-suh
373,Fiction,박완서,Park Wan-suh, ,Elizabeth Haejin Yoon,Lonesome You,Columbia University Press*,2013.0,Park Wan suh/Park Wan-suh
374,Fiction,박완서,Park Wan-sŏ, ,Yu Young-Nan,Mother's Stake,Asia publishers,2012.0,Park Wan so/Park Wan-so/Park Wan-sŏ
375,Fiction,박완서,Pak Wan-Sŏ, ,Chun Kyung-Ja,My Very Last Possession And Other Stories,M.E. Sharpe,1999.0,Pak Wan So/Pak Wan-So/Pak Wan-Sŏ
376,Fiction,박완서,Park Wan-sŏ, ,Yu Young-Nan,The Naked Tree,Cornell Univ. East Asia Program,1996.0,Park Wan so/Park Wan-so/Park Wan-sŏ
377,Fiction,박완서,Pak Wan-Sŏ, ,Bruce Fulton,The Red Room,University of Hawaii Press,2009.0,Pak Wan So/Pak Wan-So/Pak Wan-Sŏ
378,Fiction,박완서,Pak Wanseo, ,Ryu Sukhee,Three Days In That Autumn,Jimoondang,2001.0,Pak Wanseo
379,Fiction,박완서,Park Wan-suh, ,Hannah Kim,Was That Mountain Really There?,Kitaab International Pte. Ltd.,2018.0,Park Wan suh/Park Wan-suh
380,Fiction,박완서,Park Wan-suh, ,Yu Young-Nan,Weathered Blossom,Hollym,2006.0,Park Wan suh/Park Wan-suh
381,Fiction,박완서,Park Wan-seo, ,Yu Young-Nan,Who Ate Up All The Shinga?,Columbia University Press,2009.0,Park Wan seo/Park Wan-seo
382,Fiction,박완서,Park Wan-suh, ,Yu Young-Nan,Who Ate Up All The Shinga?,Perseus Books Group*,2012.0,Park Wan suh/Park Wan-suh
383,Fiction,박완서,Pak Wansŏ, ,"Bruce Fulton, Ju-Chan Fulton",Winter Outing,M.E. Sharpe,1993.0,Pak Wanso/Pak Wansŏ
384,Fiction,박완서,Park Wan-so,A Pasque - Flower On That Bleak Day,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,Onyx Press,1983.0,Park Wan so/Park Wan-so
385,Fiction,박완서,Park Wan-so,A Pasque-Flower On That Bleak Day,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,M.E. Sharpe,1998.0,Park Wan so/Park Wan-so
386,Fiction,박완서,Park Wan-suh,A Sketch Of The Fading Sun,Hyunjae Yee Sallee,A Sketch Of The Fading Sun,White Pine Press,1999.0,Park Wan suh/Park Wan-suh
387,Fiction,박완서,Pak Wan-sŏ,"An Episode At Dusk, 2 (1987)",Yung-Hee Kim,Romantic Tales From Old Korea,Cornell East Asia Series,2017.0,Pak Wan so/Pak Wan-so/Pak Wan-sŏ
388,Fiction,박완서,Pak Wan-sŏ,Butterfly Illusion, ,"Korean Literature Today, V.3 No.4 P.156","Korean Centre, International P.E.N.",1998.0,Pak Wan so/Pak Wan-so/Pak Wan-sŏ
389,Fiction,박완서,Pak Wan-So,Dried Flowers, ,"Korean Literature Today, V.4 No.4, P.63",International P.E.N,1999.0,Pak Wan So/Pak Wan-So
390,Fiction,박완서,Pak Wan-sŏ,Dried Flowers (1995).,Kim Yung-Hee,Questioning Minds: Short Stories By Modern Korean Women Writers,University of Hawaii Press,2010.0,Pak Wan so/Pak Wan-so/Pak Wan-sŏ
391,Fiction,박완서,Park Wan-suh,During Three Day Of Autumn,Hyunjae Yee Sallee,A Sketch Of The Fading Sun,White Pine Press,1999.0,Park Wan suh/Park Wan-suh
392,Fiction,박완서,Pak Wan-so,How I Kept Our House While My Husband Was Away,Sol Sun-Bong,Hospital Room 205 And Other Korean Short Stories,Si-sa-yong-o-sa,1983.0,Pak Wan so/Pak Wan-so
393,Fiction,박완서,Pak Wan-so,Identical Apartments,"Bruce Fulton, Ju-Chan Fulton",Wayfarer: New Fiction By Korean Women,Women in Translation,1997.0,Pak Wan so/Pak Wan-so
394,Fiction,박완서,Pak Wan-sŏ,Identical Apartments,"Bruce Fulton, Ju-Chan Fulton",The Future Of Silence: Fiction By Korean Women,Zephyr press,2016.0,Pak Wan so/Pak Wan-so/Pak Wan-sŏ
395,Fiction,박완서,Pak Wan-sŏ,Identical Apartments,"Bruce Fulton, Ju-Chan Fulton",Wayfarer: New Fiction By Korean Women,Women in Translation,1997.0,Pak Wan so/Pak Wan-so/Pak Wan-sŏ
396,Fiction,박완서,Pak Wan-sŏ,Invitation,Jessica Ji Eun Lee,"Acta Koreana, V.10 No.2 P.138-148",Academia Koreana,,Pak Wan so/Pak Wan-so/Pak Wan-sŏ
397,Fiction,박완서,Pak Wan-So,J-1 Visa, ,"Korean Literature Today, V.5 No.3, P.135",International P.E.N,2000.0,Pak Wan So/Pak Wan-So
398,Fiction,박완서,Pak Wan-sŏ,"Misty Rain, Departing Rain (Kanŭn Pi, Isŭlbi)",Don Mee Choi,"Acta Koreana, V.7 No.2 P.147-162",Academia Koreana,2004.07,Pak Wan so/Pak Wan-so/Pak Wan-sŏ
399,Fiction,박완서,Park Wan-suh,"Momma's Statke, Part I",Hyunjae Yee Sallee,A Sketch Of The Fading Sun,White Pine Press,1999.0,Park Wan suh/Park Wan-suh
400,Fiction,박완서,Park Wan-suh,"Momma's Statke, Part II",Hyunjae Yee Sallee,A Sketch Of The Fading Sun,White Pine Press,1999.0,Park Wan suh/Park Wan-suh
401,Fiction,박완서,Park Wan-suh,"Momma's Statke, Part III",Hyunjae Yee Sallee,A Sketch Of The Fading Sun,White Pine Press,1999.0,Park Wan suh/Park Wan-suh
402,Fiction,박완서,Pak Wansŏ,Mother's Hitching Post, ,Modern Korean Fiction: An Anthology,Columbia University Press,2005.0,Pak Wanso/Pak Wansŏ
403,Fiction,박완서,Park Wan-suh,Poverty That Is Stolen,Hyunjae Yee Sallee,A Sketch Of The Fading Sun,White Pine Press,1999.0,Park Wan suh/Park Wan-suh
404,Fiction,박완서,Park Wan-suh,"She Knows, I Know And God Knows But ...",Agnita Tennant,The Star And Other Korean Short Stories,Kegan Paul International,1996.0,Park Wan suh/Park Wan-suh
405,Fiction,박완서,Park Wan Suh,The Crying Of An Earthworm,Kim Hwa Ja,Modern Short Stories From Korea,Heinemann Educational Books,1980.0,Park Wan Suh
406,Fiction,박완서,Park Wansuh,The Dreaming Incubator,Jin-Young Choi,Unspoken Voices,Homa & Sekey,2002.0,Park Wansuh
407,Fiction,박완서,Pak Wan-So,The Naked Tree (1), ,"Korean Literature Today, V.1 No.1, P.194",International P.E.N,1996.0,Pak Wan So/Pak Wan-So
408,Fiction,박완서,Pak Wan-So,The Naked Tree (2), ,"Korean Literature Today, V.1 No.2, P.166",International P.E.N,1996.0,Pak Wan So/Pak Wan-So
409,Fiction,박완서,Pak Wan-So,The Naked Tree (3), ,"Korean Literature Today, V.1 No.3, P.166",International P.E.N,1996.0,Pak Wan So/Pak Wan-So
410,Fiction,박완서,Pak Wan-So,The Naked Tree (4), ,"Korean Literature Today, V.2 No.1, P.146",International P.E.N,1997.0,Pak Wan So/Pak Wan-So
411,Fiction,박완서,Pak Wan-So,The Naked Tree (5), ,"Korean Literature Today, V.2 No.2, P.135",International P.E.N,1997.0,Pak Wan So/Pak Wan-So
412,Fiction,박완서,Park Wan-so,We Sell Shame,Bruce Fulton,Waxen Wings: The Acta Koreana Anthology Of Short Fiction From Korea,koryo,2011.0,Park Wan so/Park Wan-so
413,Fiction,박완서,Pak Wan-sŏ,We Teach Shame!,Teresa Kim,"Acta Koreana, V.10 No.2 P.121-138",Academia Koreana,2007.07,Pak Wan so/Pak Wan-so/Pak Wan-sŏ
414,Fiction,박완서,Pak Wan-sŏ,Winter Outing,Marshall R. Phil,Land Of Exile: Contemporary Korean Fiction,M.E. Sharpe,1993.0,Pak Wan so/Pak Wan-so/Pak Wan-sŏ
415,Fiction,박완서,Park Wan-suh,Winter Outing,"Hyun-Jae Yee Sallee, Teresa Margadonna Hyun",The Snowy Road And Other Stories,White Pine Press,1993.0,Park Wan suh/Park Wan-suh
416,Fiction,박완서,Park Wan-suh,Winter Outing,Hyun-Jae Yee Sallee,The Snowy Road And Other Stories,White Pine Press*,2012.0,Park Wan suh/Park Wan-suh
417,Fiction,박용숙,Park Yong-sook,Eroica Symphony,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,Onyx Press,1983.0,Park Yong sook/Park Yong-sook
418,Fiction,박용숙,Park Yong-sook,Eroica Symphony,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,M.E. Sharpe,1998.0,Park Yong sook/Park Yong-sook
419,Fiction,박용숙,Pak Yong-suk,Eroica Symphony,So Chi-Mun,Two Travelers And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Pak Yong suk/Pak Yong-suk
420,Fiction,박용준,Pak Yong-jun,The Last Parting,Kim Chong-Un,The Unenlightened And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers/Pace International Research, Inc.",1983.0,Pak Yong jun/Pak Yong-jun
421,Fiction,박용준,Pak Yong-jun,The Touch Of Life,Genell W. Poitras.,The Cruel City And Other Korean Short Stories,Si-sa-yong-o-sa,1983.0,Pak Yong jun/Pak Yong-jun
422,Fiction,박종화,Park Chong-Hwa, ,Ahn Jung-Hyo,King Sejong,Larchwood Publications Ltd.,1980.0,Park Chong Hwa/Park Chong-Hwa
423,Fiction,박태원,Park Taewon, ,Sunyoung Park,A Day In The Life Of Kubo The Novelist : Volume 093,Asia publishers,2015.0,Park Taewon
424,Fiction,박태원,Pak T'ae-wŏn, ,Kim Ok-Young,Scenes From Ch'ŏnggaye Stream,Stallion Press,2011.0,Pak T'ae won/Pak T'ae-won/Pak T'ae-wŏn
425,Fiction,박태원,Pak T'aewon,A Day In The Life Of Kubo The Novelist,Sunyoung Park,On The Eve Of The Uprising; And Other Stories From Colonial Korea,Cornell Univ. East Asis Series,2010.0,Pak T'aewon
426,Fiction,박태원,Pak T'ae wŏn,The Barbershop Boy,"Kim Chong-Un, Bruce Fulton",A Ready - Made Life,University of Hawaii Press,1998.0,Pak T'ae won/Pak T'ae wŏn
427,Fiction,박태원,Pak Tae-Won,The Barbershop Boy,"Kim Chong-Un, Bruce Fulton","Korean Literature Today, V.2 No.4 P.24","Korean Centre, International P.E.N.",1997.0,Pak Tae Won/Pak Tae-Won
428,Fiction,박형서,Park hyoung su, ,Sora Kim-Russell,Arpan,Asia publishers,2014.0,Park hyoung su
429,Fiction,박형서,Park Hyoung Su,Arpan, ,"Storytelling Asia, V.7 No.4",Asia Publishing Co,2012.0,Park Hyoung Su
430,Fiction,박혜지,Park Hye-ji,Execution, ,"Storytelling Asia, V.8 No.4, P.266",Asia Publishing Co,2013.0,Park Hye ji/Park Hye-ji
431,Fiction,박화성,Park Hwa-Sung,Pathetic Folk, ,"Korean Literature Today, V.1 No.1, P.180",International P.E.N,1996.0,Park Hwa Sung/Park Hwa-Sung
432,Fiction,박흥용,Heung Yong Park, , ,Year Zero,Sample translation available at DLKL*,2013.0,Heung Yong Park
433,Fiction,반디,Bandi, ,Deborah Smith,The Accusation,Serpent's Tail,2017.0,Bandi
434,Fiction,반디,Bandi, ,Deborah Smith,The Accusation,Profile Books*,2017.0,Bandi
435,Fiction,방현석,Bang Hyun-seok, ,Seung-Hee Jeon,Time To Eat Lobster: Contemporary Korean Stories On Memories Of The Vietnam War,MerwinAsia,2016.0,Bang Hyun seok/Bang Hyun-seok
436,Fiction,방현석,Bang Hyun-seok,Early Morning Battlefield,Dahee Kim,Reading Korea: 12 Contemporary Stories,ANVIL Publishing,2008.0,Bang Hyun seok/Bang Hyun-seok
437,Fiction,배명훈,Bae Myung Hoon, , ,"Hello, Artificial Existence",Sample translation available at DLKL*,2014.0,Bae Myung Hoon
438,Fiction,배명훈,Bae Myung-hoon, ,Sung Ryu,Tower,Honford Star,2020.0,Bae Myung hoon/Bae Myung-hoon
439,Fiction,배명훈,Bae Myung Hoon,Art And The Acceleration Of Gravity,Se-Woong Koo,"Azalea: Journal Of Korean Literature & Culture, V.6 P.157-178",University of Hawai'i Press,2013.0,Bae Myung Hoon
440,Fiction,배수아,Bae SuAh, ,Deborah Smith,A Greater Music,Open Letter,2016.0,Bae SuAh
441,Fiction,배수아,Bae SuAh, ,Deborah Smith,A Greater Music,Open Letter*,2016.0,Bae SuAh
442,Fiction,배수아,Bae SuAh, ,Sora Kim-Russell,Highway With Green Apples,StoryFront,2014.0,Bae SuAh
443,Fiction,배수아,Bae SuAh, , ,Inscrutable Nights And Days,Sample translation available at DLKL*,2014.0,Bae SuAh
444,Fiction,배수아,Bae SuAh, ,Deborah Smith,"Milena, Milena, Ecstatic",Strangers Press,2019.0,Bae SuAh
445,Fiction,배수아,Bae SuAh, ,Deborah Smith,North Station,Open Letter,2017.0,Bae SuAh
446,Fiction,배수아,Bae Suah, ,Deborah Smith,North Station,Open Letter*,2017.0,Bae Suah
447,Fiction,배수아,Bae SuAh, ,Sora Kim-Russell,Nowhere To Be Found,Amazon crossing,2015.0,Bae SuAh
448,Fiction,배수아,Bae SuAh, ,Deborah Smith,Recitation,Deep Vellum Publishing,2017.0,Bae SuAh
449,Fiction,배수아,Bae Suah, ,Deborah Smith,Recitation,Deep Vellum Publishing*,2017.0,Bae Suah
450,Fiction,배수아,Bae Su-ah, ,Christoper Dykas,The Forgotten And The Unforgattable: Literature Traversing Between Memory And Oblivion,Seoul International Writers Festival,2016.0,Bae Su ah/Bae Su-ah
451,Fiction,배수아,Bae SuAh, ,Deborah Smith,Untold Night And Day,Jonathan Cape,2020.0,Bae SuAh
452,Fiction,배수아,Bae Su-ah, ,Deborah Smith,Untold Night And Day,Random House*,2020.0,Bae Su ah/Bae Su-ah
453,Fiction,배수아,Bae SuAh, ,Deborah Smith,Untold Night And Day: A Novel,The Overlook Press,2020.0,Bae SuAh
454,Fiction,배수아,Bae Suah,Sister Thief,Janet Hong,"Azalea: Journal Of Korean Literature & Culture, V.11 P.215-236",University of Hawai'i Press,2018.0,Bae Suah
455,Fiction,배수아,Bae Su-ah,Time In Gray, ,"Storytelling Asia, V.8 No.3, P.184",Asia Publishing Co,2013.0,Bae Su ah/Bae Su-ah
456,Fiction,백가흠,Paik Gahuim,Because I Love, ,"Storytelling Asia, V.13 , P.128",Asia Publishing Co,2018.0,Paik Gahuim
457,Fiction,백남룡,Paek Nam-nyong, ,Immanuel Kim,Friend : A Novel From North Korea,Columbia University Press*,2020.0,Paek Nam nyong/Paek Nam-nyong
458,Fiction,백남룡,Paek Nam-nyong, ,Immanuel Kim,Friend: A Novel From North Korea,Columbia University Press,2020.0,Paek Nam nyong/Paek Nam-nyong
459,Fiction,백수린,Baek Su Rin, ,Jeon Miseli,Time Difference: K-Fiction Series 10,Asia publishers,2015.0,Baek Su Rin
